Index,Port Name,Timestamp,Year,Month,Border,Latitude,Longitude,Value,Temperature,Cloudiness,Humidity,Wind Speed,Weather condition,Himidity
0,Alcan,1514764800,2018,1,US-Canada Border,63.33693,-142.98928,3809,-25.35,100,73,1.59,Clouds,73.0
1,Alcan,1517443200,2018,2,US-Canada Border,63.33693,-142.98928,3759,-28.87,17,84,1.02,Clouds,84.0
2,Alcan,1519862400,2018,3,US-Canada Border,63.33693,-142.98928,5609,-13.19,0,59,3.47,Clear,59.0
3,Alcan,1522540800,2018,4,US-Canada Border,63.33693,-142.98928,8924,0.09,97,49,2.39,Clouds,49.0
4,Alcan,1525132800,2018,5,US-Canada Border,63.33693,-142.98928,21087,9.32,83,45,5,Clouds,45.0
5,Alcan,1527811200,2018,6,US-Canada Border,63.33693,-142.98928,43502,13.63,60,53,0.54,Clouds,53.0
6,Alcan,1530403200,2018,7,US-Canada Border,63.33693,-142.98928,47048,14.44,99,84,3.89,Rain,84.0
7,Alcan,1533081600,2018,8,US-Canada Border,63.33693,-142.98928,34863,27.32,61,34,0.29,Clouds,34.0
8,Alcan,1535760000,2018,9,US-Canada Border,63.33693,-142.98928,15283,11.2,51,58,2.73,Clouds,58.0
9,Alcan,1538352000,2018,10,US-Canada Border,63.33693,-142.98928,6376,10.06,0,40,1.05,Clear,40.0
10,Alcan,1541030400,2018,11,US-Canada Border,63.33693,-142.98928,4555,-8.43,0,80,0.8,Clear,80.0
11,Alcan,1543622400,2018,12,US-Canada Border,63.33693,-142.98928,3935,-12.99,26,90,1.54,Clouds,90.0
12,Alexandria Bay,1514764800,2018,1,US-Canada Border,44.33583,-75.91806,125011,-20.81,1,69,2.56,Clear,69.0
13,Alexandria Bay,1517443200,2018,2,US-Canada Border,44.33583,-75.91806,124559,-4.01,100,69,5.98,Clouds,69.0
14,Alexandria Bay,1519862400,2018,3,US-Canada Border,44.33583,-75.91806,171291,7.93,50,67,4.73,Clouds,67.0
15,Alexandria Bay,1522540800,2018,4,US-Canada Border,44.33583,-75.91806,147362,8.8,100,44,5.14,Clouds,44.0
16,Alexandria Bay,1525132800,2018,5,US-Canada Border,44.33583,-75.91806,181540,9.5,36,76,3.09,Clouds,76.0
17,Alexandria Bay,1527811200,2018,6,US-Canada Border,44.33583,-75.91806,203576,22.38,100,82,2.57,Clouds,82.0
18,Alexandria Bay,1530403200,2018,7,US-Canada Border,44.33583,-75.91806,292136,27.87,7,79,3.84,Clear,79.0
19,Alexandria Bay,1533081600,2018,8,US-Canada Border,44.33583,-75.91806,306614,25.08,99,79,1.76,Clouds,79.0
20,Alexandria Bay,1535760000,2018,9,US-Canada Border,44.33583,-75.91806,196175,21.61,89,80,1.31,Clouds,80.0
21,Alexandria Bay,1538352000,2018,10,US-Canada Border,44.33583,-75.91806,195278,12.28,100,87,1.65,Clouds,87.0
22,Alexandria Bay,1541030400,2018,11,US-Canada Border,44.33583,-75.91806,174362,11.66,100,95,2.79,Clouds,95.0
23,Alexandria Bay,1543622400,2018,12,US-Canada Border,44.33583,-75.91806,157229,1.67,58,86,1.29,Clouds,86.0
24,Algonac,1514764800,2018,1,US-Canada Border,42.33222,-83.04676,89,-12.05,0,48,2.1,Clear,48.0
25,Algonac,1517443200,2018,2,US-Canada Border,42.33222,-83.04676,731,3.2,0,63,6.2,Clear,63.0
26,Algonac,1519862400,2018,3,US-Canada Border,42.33222,-83.04676,3274,6.89,100,66,8.23,Rain,66.0
27,Algonac,1522540800,2018,4,US-Canada Border,42.33222,-83.04676,3365,10.05,100,71,8.23,Clouds,71.0
28,Algonac,1525132800,2018,5,US-Canada Border,42.33222,-83.04676,4406,18.99,0,24,4.63,Clear,24.0
29,Algonac,1527811200,2018,6,US-Canada Border,42.33222,-83.04676,4969,29,75,52,4.63,Clouds,52.0
30,Algonac,1530403200,2018,7,US-Canada Border,42.33222,-83.04676,5275,31.89,0,57,4.63,Clear,57.0
31,Algonac,1533081600,2018,8,US-Canada Border,42.33222,-83.04676,5658,21.1,100,88,2.1,Clouds,88.0
32,Algonac,1535760000,2018,9,US-Canada Border,42.33222,-83.04676,4553,22.15,0,68,4.12,Clear,68.0
33,Algonac,1538352000,2018,10,US-Canada Border,42.33222,-83.04676,4212,12.15,100,87,4.12,Clouds,87.0
34,Algonac,1541030400,2018,11,US-Canada Border,42.33222,-83.04676,4086,8.2,0,91,1.03,Mist,91.0
35,Algonac,1543622400,2018,12,US-Canada Border,42.33222,-83.04676,4408,1.89,100,82,2.1,Mist,82.0
36,Ambrose,1514764800,2018,1,US-Canada Border,48.95389,-103.48222,271,-29.23,0,68,3.6,Clear,68.0
37,Ambrose,1517443200,2018,2,US-Canada Border,48.95389,-103.48222,413,-17.18,0,59,9.8,Clear,59.0
38,Ambrose,1519862400,2018,3,US-Canada Border,48.95389,-103.48222,138,-3.69,0,73,2.6,Clear,73.0
39,Ambrose,1522540800,2018,4,US-Canada Border,48.95389,-103.48222,182,-10.43,0,71,10.8,Clear,71.0
40,Ambrose,1525132800,2018,5,US-Canada Border,48.95389,-103.48222,310,8.3,100,68,5.14,Clouds,68.0
41,Ambrose,1527811200,2018,6,US-Canada Border,48.95389,-103.48222,282,15.67,100,80,4.63,Rain,80.0
42,Ambrose,1530403200,2018,7,US-Canada Border,48.95389,-103.48222,408,21.22,75,56,3.6,Clouds,56.0
43,Ambrose,1533081600,2018,8,US-Canada Border,48.95389,-103.48222,252,22.9,75,53,5.7,Clouds,53.0
44,Ambrose,1535760000,2018,9,US-Canada Border,48.95389,-103.48222,250,21.34,0,29,6.2,Clear,29.0
45,Ambrose,1538352000,2018,10,US-Canada Border,48.95389,-103.48222,317,3.59,100,44,3.6,Clouds,44.0
46,Ambrose,1541030400,2018,11,US-Canada Border,48.95389,-103.48222,158,2.47,0,100,3.6,Clear,100.0
47,Ambrose,1543622400,2018,12,US-Canada Border,48.95389,-103.48222,326,-2.02,100,100,4.63,Fog,100.0
48,Anacortes,1514764800,2018,1,US-Canada Border,48.49988,-122.61739,1617,1.6,0,74,4.1,Clear,74.0
49,Anacortes,1522540800,2018,4,US-Canada Border,48.49988,-122.61739,7996,11.73,0,55,4.12,Clear,55.0
50,Anacortes,1525132800,2018,5,US-Canada Border,48.49988,-122.61739,8680,14.04,75,72,4.12,Clouds,72.0
51,Anacortes,1527811200,2018,6,US-Canada Border,48.49988,-122.61739,11206,17.04,20,55,5.14,Clouds,55.0
52,Anacortes,1530403200,2018,7,US-Canada Border,48.49988,-122.61739,18077,15.07,100,93,2.1,Rain,93.0
53,Anacortes,1533081600,2018,8,US-Canada Border,48.49988,-122.61739,13207,22.04,0,64,5.7,Clear,64.0
54,Anacortes,1535760000,2018,9,US-Canada Border,48.49988,-122.61739,9732,19.06,0,57,6.2,Clear,57.0
55,Anacortes,1538352000,2018,10,US-Canada Border,48.49988,-122.61739,5910,17.07,100,67,5.14,Clouds,67.0
56,Anacortes,1541030400,2018,11,US-Canada Border,48.49988,-122.61739,5910,12.1,100,92,4.12,Rain,92.0
57,Anacortes,1543622400,2018,12,US-Canada Border,48.49988,-122.61739,7640,9.09,100,74,4.12,Clouds,74.0
58,Andrade,1514764800,2018,1,US-Mexico Border,32.7394,-114.63402,267401,22.93,0,18,2.6,Clear,18.0
59,Andrade,1517443200,2018,2,US-Mexico Border,32.7394,-114.63402,259135,28.04,0,9,0,Clear,9.0
60,Andrade,1519862400,2018,3,US-Mexico Border,32.7394,-114.63402,283238,19.11,0,22,3.6,Clear,22.0
61,Andrade,1522540800,2018,4,US-Mexico Border,32.7394,-114.63402,223639,34.32,0,11,5.14,Clear,11.0
62,Andrade,1525132800,2018,5,US-Mexico Border,32.7394,-114.63402,199862,27.01,0,21,4.12,Clear,21.0
63,Andrade,1527811200,2018,6,US-Mexico Border,32.7394,-114.63402,177253,36.93,0,14,4.12,Clear,14.0
64,Andrade,1530403200,2018,7,US-Mexico Border,32.7394,-114.63402,174814,38.6,0,16,1.54,Clear,16.0
65,Andrade,1533081600,2018,8,US-Mexico Border,32.7394,-114.63402,172439,41.1,0,27,7.72,Clear,27.0
66,Andrade,1535760000,2018,9,US-Mexico Border,32.7394,-114.63402,177609,40.85,0,23,3.6,Clear,23.0
67,Andrade,1538352000,2018,10,US-Mexico Border,32.7394,-114.63402,204743,30.53,75,70,1.54,Rain,70.0
68,Andrade,1541030400,2018,11,US-Mexico Border,32.7394,-114.63402,229514,26.39,0,13,6.2,Clear,13.0
69,Andrade,1543622400,2018,12,US-Mexico Border,32.7394,-114.63402,226510,21.89,20,38,3.6,Clouds,38.0
70,Antler,1514764800,2018,1,US-Canada Border,48.97083,-101.28194,1901,-24.28,0,73,5.1,Clear,73.0
71,Antler,1517443200,2018,2,US-Canada Border,48.97083,-101.28194,2011,-16.5,0,65,8.8,Clear,65.0
72,Antler,1519862400,2018,3,US-Canada Border,48.97083,-101.28194,1979,0.11,0,71,4.1,Clear,71.0
73,Antler,1522540800,2018,4,US-Canada Border,48.97083,-101.28194,1844,-9.26,0,71,10.8,Clear,71.0
74,Antler,1525132800,2018,5,US-Canada Border,48.97083,-101.28194,2041,7.35,100,64,8.2,Clouds,64.0
75,Antler,1527811200,2018,6,US-Canada Border,48.97083,-101.28194,2484,19.35,97,60,5.1,Clouds,60.0
76,Antler,1530403200,2018,7,US-Canada Border,48.97083,-101.28194,2745,22.62,0,70,2.6,Clear,70.0
77,Antler,1533081600,2018,8,US-Canada Border,48.97083,-101.28194,3145,20.88,80,68,5.7,Clouds,68.0
78,Antler,1535760000,2018,9,US-Canada Border,48.97083,-101.28194,2900,23.44,0,39,5.1,Clear,39.0
79,Antler,1538352000,2018,10,US-Canada Border,48.97083,-101.28194,2349,3.5,100,37,0,Clouds,37.0
80,Antler,1541030400,2018,11,US-Canada Border,48.97083,-101.28194,2179,3.48,20,76,0,Clouds,76.0
81,Antler,1543622400,2018,12,US-Canada Border,48.97083,-101.28194,2141,-1.5,100,99,3.42,Clouds,99.0
82,Baudette,1514764800,2018,1,US-Canada Border,48.70731,-94.72512,33644,-25.5,20,69,3.6,Clouds,69.0
83,Baudette,1517443200,2018,2,US-Canada Border,48.70731,-94.72512,31133,-19.68,20,64,6.7,Clouds,64.0
84,Baudette,1519862400,2018,3,US-Canada Border,48.70731,-94.72512,36447,0.16,0,50,2.1,Clear,50.0
85,Baudette,1522540800,2018,4,US-Canada Border,48.70731,-94.72512,33001,-8.71,75,57,7.2,Clouds,57.0
86,Baudette,1525132800,2018,5,US-Canada Border,48.70731,-94.72512,42280,20.14,0,46,5.14,Haze,46.0
87,Baudette,1527811200,2018,6,US-Canada Border,48.70731,-94.72512,51171,16.52,100,73,4.63,Clouds,73.0
88,Baudette,1530403200,2018,7,US-Canada Border,48.70731,-94.72512,51926,24.97,0,65,4.63,Clear,65.0
89,Baudette,1533081600,2018,8,US-Canada Border,48.70731,-94.72512,50164,22.96,20,68,3.6,Rain,68.0
90,Baudette,1535760000,2018,9,US-Canada Border,48.70731,-94.72512,43124,20.42,75,94,0,Rain,94.0
91,Baudette,1538352000,2018,10,US-Canada Border,48.70731,-94.72512,37285,2.64,0,60,1.54,Clear,60.0
92,Baudette,1541030400,2018,11,US-Canada Border,48.70731,-94.72512,32479,1.46,100,75,3.6,Clouds,75.0
93,Baudette,1543622400,2018,12,US-Canada Border,48.70731,-94.72512,35347,-4.42,100,85,1.54,Clouds,85.0
94,Beecher Falls,1514764800,2018,1,US-Canada Border,45.00808,-71.49664,8766,-23.22,42,76,4.22,Clouds,76.0
95,Beecher Falls,1517443200,2018,2,US-Canada Border,45.00808,-71.49664,9210,-9.93,100,69,3.62,Snow,69.0
96,Beecher Falls,1519862400,2018,3,US-Canada Border,45.00808,-71.49664,10821,4.93,84,73,2.89,Clouds,73.0
97,Beecher Falls,1522540800,2018,4,US-Canada Border,45.00808,-71.49664,10242,3.23,100,67,3.09,Clouds,67.0
98,Beecher Falls,1525132800,2018,5,US-Canada Border,45.00808,-71.49664,15084,7.01,66,93,1.58,Rain,93.0
99,Beecher Falls,1527811200,2018,6,US-Canada Border,45.00808,-71.49664,24274,25.02,48,55,3.28,Clouds,55.0
100,Beecher Falls,1530403200,2018,7,US-Canada Border,45.00808,-71.49664,32476,25.7,99,75,2.26,Clouds,75.0
101,Beecher Falls,1533081600,2018,8,US-Canada Border,45.00808,-71.49664,33072,21.48,29,86,0.96,Clouds,86.0
102,Beecher Falls,1535760000,2018,9,US-Canada Border,45.00808,-71.49664,20911,16.97,8,78,3.07,Clear,78.0
103,Beecher Falls,1538352000,2018,10,US-Canada Border,45.00808,-71.49664,15836,8.79,93,85,1.37,Clouds,85.0
104,Beecher Falls,1541030400,2018,11,US-Canada Border,45.00808,-71.49664,9626,4.38,100,93,3.56,Rain,93.0
105,Beecher Falls,1543622400,2018,12,US-Canada Border,45.00808,-71.49664,9804,-1.36,92,89,1.06,Clouds,89.0
106,Blaine,1514764800,2018,1,US-Canada Border,48.99389,-122.74583,937757,2.81,17,69,3.1,Clouds,69.0
107,Blaine,1517443200,2018,2,US-Canada Border,48.99389,-122.74583,901307,5.7,100,88,4.6,Rain,88.0
108,Blaine,1519862400,2018,3,US-Canada Border,48.99389,-122.74583,1177924,5.82,100,88,7.7,Rain,88.0
109,Blaine,1522540800,2018,4,US-Canada Border,48.99389,-122.74583,1129254,11.29,6,53,3.6,Clear,53.0
110,Blaine,1525132800,2018,5,US-Canada Border,48.99389,-122.74583,1252213,12.36,27,73,1.56,Clouds,73.0
111,Blaine,1527811200,2018,6,US-Canada Border,48.99389,-122.74583,1217514,15.53,89,48,5.89,Clouds,48.0
112,Blaine,1530403200,2018,7,US-Canada Border,48.99389,-122.74583,1375054,15.67,100,74,5.17,Rain,74.0
113,Blaine,1533081600,2018,8,US-Canada Border,48.99389,-122.74583,1434867,21.35,1,81,5.42,Clear,81.0
114,Blaine,1535760000,2018,9,US-Canada Border,48.99389,-122.74583,1129296,17.9,13,57,6.34,Clouds,57.0
115,Blaine,1538352000,2018,10,US-Canada Border,48.99389,-122.74583,1052468,13.49,97,94,7.42,Rain,94.0
116,Blaine,1541030400,2018,11,US-Canada Border,48.99389,-122.74583,968875,11.44,100,96,3.65,Rain,96.0
117,Blaine,1543622400,2018,12,US-Canada Border,48.99389,-122.74583,1056423,6.97,91,90,4.84,Rain,90.0
118,Boquillas,1522540800,2018,4,US-Mexico Border,29.190000000000005,-102.95,2142,35.76,80,13,1.43,Clouds,13.0
119,Boquillas,1525132800,2018,5,US-Mexico Border,29.190000000000005,-102.95,1441,36.56,20,10,4.72,Clouds,10.0
120,Boquillas,1527811200,2018,6,US-Mexico Border,29.190000000000005,-102.95,823,40.59,55,21,5.02,Clouds,21.0
121,Boquillas,1530403200,2018,7,US-Mexico Border,29.190000000000005,-102.95,845,33.19,88,39,3.04,Clouds,39.0
122,Boquillas,1533081600,2018,8,US-Mexico Border,29.190000000000005,-102.95,575,29.61,83,59,3.58,Rain,59.0
123,Boquillas,1535760000,2018,9,US-Mexico Border,29.190000000000005,-102.95,877,36.87,73,30,3.86,Rain,30.0
124,Boquillas,1538352000,2018,10,US-Mexico Border,29.190000000000005,-102.95,1243,33.59,4,33,2.16,Clear,33.0
125,Boquillas,1541030400,2018,11,US-Mexico Border,29.190000000000005,-102.95,2643,21.45,100,72,1.93,Rain,72.0
126,Boquillas,1543622400,2018,12,US-Mexico Border,29.190000000000005,-102.95,910,28.77,2,16,3.42,Clear,16.0
127,Boundary,1514764800,2018,1,US-Canada Border,48.54648,-117.89655000000002,6713,-10.87,8,78,2.87,Clear,78.0
128,Boundary,1517443200,2018,2,US-Canada Border,48.54648,-117.89655000000002,6868,1.24,62,85,2.31,Clouds,85.0
129,Boundary,1519862400,2018,3,US-Canada Border,48.54648,-117.89655000000002,8427,4.45,100,74,1.98,Clouds,74.0
130,Boundary,1522540800,2018,4,US-Canada Border,48.54648,-117.89655000000002,8468,11.52,98,30,1.72,Clouds,30.0
131,Boundary,1525132800,2018,5,US-Canada Border,48.54648,-117.89655000000002,9527,14.84,65,70,0.88,Clouds,70.0
132,Boundary,1527811200,2018,6,US-Canada Border,48.54648,-117.89655000000002,9067,18.79,100,37,2.38,Clouds,37.0
133,Boundary,1530403200,2018,7,US-Canada Border,48.54648,-117.89655000000002,9079,21.41,97,46,3.83,Clouds,46.0
134,Boundary,1533081600,2018,8,US-Canada Border,48.54648,-117.89655000000002,9724,36.94,54,16,2.07,Clouds,16.0
135,Boundary,1535760000,2018,9,US-Canada Border,48.54648,-117.89655000000002,8025,25.27,0,31,3.16,Clear,31.0
136,Boundary,1538352000,2018,10,US-Canada Border,48.54648,-117.89655000000002,8774,12.15,73,50,1.26,Clouds,50.0
137,Boundary,1541030400,2018,11,US-Canada Border,48.54648,-117.89655000000002,7802,7.98,100,97,0.98,Clouds,97.0
138,Boundary,1543622400,2018,12,US-Canada Border,48.54648,-117.89655000000002,7850,3.15,67,97,1.16,Clouds,97.0
139,Bridgewater,1514764800,2018,1,US-Canada Border,46.41923,-67.84262,9634,-18.25,14,70,5.25,Clouds,70.0
140,Bridgewater,1517443200,2018,2,US-Canada Border,46.41923,-67.84262,9998,-14.66,100,79,2.56,Clouds,79.0
141,Bridgewater,1519862400,2018,3,US-Canada Border,46.41923,-67.84262,11866,1.95,100,76,3.49,Clouds,76.0
142,Bridgewater,1522540800,2018,4,US-Canada Border,46.41923,-67.84262,10269,0.86,42,68,2.92,Clouds,68.0
143,Bridgewater,1525132800,2018,5,US-Canada Border,46.41923,-67.84262,12718,4.68,100,99,2.28,Clouds,99.0
144,Bridgewater,1527811200,2018,6,US-Canada Border,46.41923,-67.84262,11841,25.33,62,54,4.22,Clouds,54.0
145,Bridgewater,1530403200,2018,7,US-Canada Border,46.41923,-67.84262,11085,23.02,99,68,3.67,Rain,68.0
146,Bridgewater,1533081600,2018,8,US-Canada Border,46.41923,-67.84262,11532,23.36,65,68,1.49,Clouds,68.0
147,Bridgewater,1535760000,2018,9,US-Canada Border,46.41923,-67.84262,10868,13.26,0,89,1.35,Clear,89.0
148,Bridgewater,1538352000,2018,10,US-Canada Border,46.41923,-67.84262,10776,11.03,95,73,1.96,Clouds,73.0
149,Bridgewater,1541030400,2018,11,US-Canada Border,46.41923,-67.84262,8692,1.76,100,100,2.54,Snow,100.0
150,Bridgewater,1543622400,2018,12,US-Canada Border,46.41923,-67.84262,9020,-6.79,68,90,2.36,Clouds,90.0
151,Brownsville,1514764800,2018,1,US-Mexico Border,25.90139,-97.49722,1481025,16.03,100,94,8.23,Rain,94.0
152,Brownsville,1517443200,2018,2,US-Mexico Border,25.90139,-97.49722,1413253,21.03,0,64,6.2,Clear,64.0
153,Brownsville,1519862400,2018,3,US-Mexico Border,25.90139,-97.49722,1632829,26.03,0,74,11.32,Clear,74.0
154,Brownsville,1522540800,2018,4,US-Mexico Border,25.90139,-97.49722,1563885,25.79,20,61,7.2,Clouds,61.0
155,Brownsville,1525132800,2018,5,US-Mexico Border,25.90139,-97.49722,1610587,26.84,40,74,7.72,Clouds,74.0
156,Brownsville,1527811200,2018,6,US-Mexico Border,25.90139,-97.49722,1441616,31.84,75,67,7.2,Clouds,67.0
157,Brownsville,1530403200,2018,7,US-Mexico Border,25.90139,-97.49722,1551538,31.03,0,66,9.3,Clear,66.0
158,Brownsville,1533081600,2018,8,US-Mexico Border,25.90139,-97.49722,1555134,32.07,0,63,5.14,Clear,63.0
159,Brownsville,1535760000,2018,9,US-Mexico Border,25.90139,-97.49722,1463698,31.03,0,66,7.2,Clear,66.0
160,Brownsville,1538352000,2018,10,US-Mexico Border,25.90139,-97.49722,1511681,28.12,0,83,4.12,Clear,83.0
161,Brownsville,1541030400,2018,11,US-Mexico Border,25.90139,-97.49722,1474095,27.88,0,84,7.2,Haze,84.0
162,Brownsville,1543622400,2018,12,US-Mexico Border,25.90139,-97.49722,1637356,23.93,20,94,5.7,Haze,94.0
163,Buffalo-Niagara Falls,1514764800,2018,1,US-Canada Border,43.09444,-79.05694,1078351,-14.39,100,65,4.63,Clouds,65.0
164,Buffalo-Niagara Falls,1517443200,2018,2,US-Canada Border,43.09444,-79.05694,1055043,3.39,100,51,8.8,Clouds,51.0
165,Buffalo-Niagara Falls,1519862400,2018,3,US-Canada Border,43.09444,-79.05694,1418545,7.64,75,74,6.2,Clouds,74.0
166,Buffalo-Niagara Falls,1522540800,2018,4,US-Canada Border,43.09444,-79.05694,1302163,6.35,100,76,11.32,Rain,76.0
167,Buffalo-Niagara Falls,1525132800,2018,5,US-Canada Border,43.09444,-79.05694,1572974,11.82,0,40,6.7,Clear,40.0
168,Buffalo-Niagara Falls,1527811200,2018,6,US-Canada Border,43.09444,-79.05694,1773021,23.9,0,65,6.2,Clear,65.0
169,Buffalo-Niagara Falls,1530403200,2018,7,US-Canada Border,43.09444,-79.05694,2214451,29.95,0,59,6.7,Clear,59.0
170,Buffalo-Niagara Falls,1533081600,2018,8,US-Canada Border,43.09444,-79.05694,2334991,23.9,40,78,1.54,Clouds,78.0
171,Buffalo-Niagara Falls,1535760000,2018,9,US-Canada Border,43.09444,-79.05694,1601640,19.95,100,82,3.1,Clouds,82.0
172,Buffalo-Niagara Falls,1538352000,2018,10,US-Canada Border,43.09444,-79.05694,1512016,13.07,100,77,3.1,Rain,77.0
173,Buffalo-Niagara Falls,1541030400,2018,11,US-Canada Border,43.09444,-79.05694,1304915,8.9,40,93,3.1,Clouds,93.0
174,Buffalo-Niagara Falls,1543622400,2018,12,US-Canada Border,43.09444,-79.05694,1373131,0.77,100,82,0,Clouds,82.0
175,Calais,1514764800,2018,1,US-Canada Border,45.18889,-67.27917,118971,-16.84,0,64,0,Clear,64.0
176,Calais,1517443200,2018,2,US-Canada Border,45.18889,-67.27917,117693,-11.96,100,83,2.15,Snow,83.0
177,Calais,1519862400,2018,3,US-Canada Border,45.18889,-67.27917,141589,3.63,97,69,2.95,Clouds,69.0
178,Calais,1522540800,2018,4,US-Canada Border,45.18889,-67.27917,139675,2.92,0,61,3.75,Clear,61.0
179,Calais,1525132800,2018,5,US-Canada Border,45.18889,-67.27917,169319,9.03,55,89,1.91,Clouds,89.0
180,Calais,1527811200,2018,6,US-Canada Border,45.18889,-67.27917,179536,21.83,0,65,4.3,Clear,65.0
181,Calais,1530403200,2018,7,US-Canada Border,45.18889,-67.27917,205338,22.76,100,62,3.93,Clouds,62.0
182,Calais,1533081600,2018,8,US-Canada Border,45.18889,-67.27917,230619,24.66,13,61,3.56,Clouds,61.0
183,Calais,1535760000,2018,9,US-Canada Border,45.18889,-67.27917,179835,15.98,0,79,0,Clear,79.0
184,Calais,1538352000,2018,10,US-Canada Border,45.18889,-67.27917,165822,13.2,39,77,3.1,Clouds,77.0
185,Calais,1541030400,2018,11,US-Canada Border,45.18889,-67.27917,142256,5.12,100,93,2.16,Rain,93.0
186,Calais,1543622400,2018,12,US-Canada Border,45.18889,-67.27917,142309,-1.97,50,93,2.29,Clouds,93.0
187,Calexico,1514764800,2018,1,US-Mexico Border,32.67889,-115.49806,1459774,22.99,0,19,0,Clear,19.0
188,Calexico,1517443200,2018,2,US-Mexico Border,32.67889,-115.49806,1327282,28.02,0,13,2.6,Clear,13.0
189,Calexico,1519862400,2018,3,US-Mexico Border,32.67889,-115.49806,1478420,20.51,0,21,4.12,Clear,21.0
190,Calexico,1522540800,2018,4,US-Mexico Border,32.67889,-115.49806,1398148,33.76,0,13,4.63,Clear,13.0
191,Calexico,1525132800,2018,5,US-Mexico Border,32.67889,-115.49806,1446321,27.31,0,30,11.83,Clear,30.0
192,Calexico,1527811200,2018,6,US-Mexico Border,32.67889,-115.49806,1354766,36.77,0,10,9.8,Clear,10.0
193,Calexico,1530403200,2018,7,US-Mexico Border,32.67889,-115.49806,1322083,38.9,0,9,2.6,Clear,9.0
194,Calexico,1533081600,2018,8,US-Mexico Border,32.67889,-115.49806,1319589,41.36,75,22,6.2,Clouds,22.0
195,Calexico,1535760000,2018,9,US-Mexico Border,32.67889,-115.49806,1374609,42.57,0,15,0,Clear,15.0
196,Calexico,1538352000,2018,10,US-Mexico Border,32.67889,-115.49806,1511554,33.73,40,47,6.2,Thunderstorm,47.0
197,Calexico,1541030400,2018,11,US-Mexico Border,32.67889,-115.49806,1442090,26.29,0,8,3.6,Clear,8.0
198,Calexico,1543622400,2018,12,US-Mexico Border,32.67889,-115.49806,1536781,21.99,0,37,8.8,Rain,37.0
199,Calexico East,1514764800,2018,1,US-Mexico Border,32.67524,-115.48433,973956,23.01,0,19,0,Clear,19.0
200,Calexico East,1517443200,2018,2,US-Mexico Border,32.67524,-115.48433,887430,28.03,0,13,2.6,Clear,13.0
201,Calexico East,1519862400,2018,3,US-Mexico Border,32.67524,-115.48433,1015911,20.52,0,21,4.12,Clear,21.0
202,Calexico East,1522540800,2018,4,US-Mexico Border,32.67524,-115.48433,963797,33.76,0,13,4.63,Clear,13.0
203,Calexico East,1525132800,2018,5,US-Mexico Border,32.67524,-115.48433,987719,27.37,0,30,11.83,Clear,30.0
204,Calexico East,1527811200,2018,6,US-Mexico Border,32.67524,-115.48433,936690,36.81,0,10,9.8,Clear,10.0
205,Calexico East,1530403200,2018,7,US-Mexico Border,32.67524,-115.48433,952091,38.94,0,9,2.6,Clear,9.0
206,Calexico East,1533081600,2018,8,US-Mexico Border,32.67524,-115.48433,969377,41.33,75,22,6.2,Clouds,22.0
207,Calexico East,1535760000,2018,9,US-Mexico Border,32.67524,-115.48433,910833,42.58,0,15,0,Clear,15.0
208,Calexico East,1538352000,2018,10,US-Mexico Border,32.67524,-115.48433,909319,33.77,40,47,6.2,Thunderstorm,47.0
209,Calexico East,1541030400,2018,11,US-Mexico Border,32.67524,-115.48433,860444,26.3,0,8,3.6,Clear,8.0
210,Calexico East,1543622400,2018,12,US-Mexico Border,32.67524,-115.48433,869023,22.01,0,37,8.8,Rain,37.0
211,Cape Vincent,1525132800,2018,5,US-Canada Border,44.990010000000005,-73.44253,2447,8.03,94,89,2.36,Clouds,89.0
212,Cape Vincent,1527811200,2018,6,US-Canada Border,44.990010000000005,-73.44253,4022,23.83,22,71,4.15,Clouds,71.0
213,Cape Vincent,1530403200,2018,7,US-Canada Border,44.990010000000005,-73.44253,8128,28.81,74,73,1.64,Clouds,73.0
214,Cape Vincent,1533081600,2018,8,US-Canada Border,44.990010000000005,-73.44253,8337,24.52,100,71,1.99,Clouds,71.0
215,Cape Vincent,1535760000,2018,9,US-Canada Border,44.990010000000005,-73.44253,4077,20.43,59,73,3.04,Clouds,73.0
216,Cape Vincent,1538352000,2018,10,US-Canada Border,44.990010000000005,-73.44253,1727,11.05,100,79,1.03,Clouds,79.0
217,Carbury,1514764800,2018,1,US-Canada Border,48.90957,-100.68648,3982,-25.81,16,75,3.11,Clouds,75.0
218,Carbury,1517443200,2018,2,US-Canada Border,48.90957,-100.68648,3696,-18.18,97,76,6.36,Clouds,76.0
219,Carbury,1519862400,2018,3,US-Canada Border,48.90957,-100.68648,3281,-2.11,0,70,2.53,Clear,70.0
220,Carbury,1522540800,2018,4,US-Canada Border,48.90957,-100.68648,2502,-8.9,97,59,8.6,Clouds,59.0
221,Carbury,1525132800,2018,5,US-Canada Border,48.90957,-100.68648,2754,6.68,100,71,6.22,Clouds,71.0
222,Carbury,1527811200,2018,6,US-Canada Border,48.90957,-100.68648,3724,20.73,98,75,3.05,Clouds,75.0
223,Carbury,1530403200,2018,7,US-Canada Border,48.90957,-100.68648,4015,22.33,35,48,3.38,Clouds,48.0
224,Carbury,1533081600,2018,8,US-Canada Border,48.90957,-100.68648,4289,19.71,99,71,6.32,Clouds,71.0
225,Carbury,1535760000,2018,9,US-Canada Border,48.90957,-100.68648,3156,23.57,4,35,5.28,Clear,35.0
